loggingTime,loggingSample,identifierForVendor,deviceID,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,pedometerStartDate,pedometerNumberofSteps,pedometerDistance,pedometerFloorAscended,pedometerFloorDescended,pedometerEndDate,altimeterTimestamp_sinceReboot,altimeterReset,altimeterRelativeAltitude,altimeterPressure,IP_en0,IP_pdp_ip0,deviceOrientation,batteryState,batteryLevel,state
2016-03-02 02:39:52.612,1,234B9614-18C8-49ED-8B56-CAB6C4F40872,my_iOS_device_1,1456907991.999846,40.79924380876198,-96.68579773986403,370.6313,0,166.2890625,3,10,-9999,1456907992.596992,33.98963165283203,39.608154296875,9.81829833984375,279.6838684082031,276.40673828125,25,10726.02278975,0.2401275634765625,0.98138427734375,0.0197296142578125,10726.01084775,0.03518621695434491,0.01596272125782595,-0.004825914211332587,10725.97583075,-2.235555363292427,1.672363006691995,-1.325693450182861,-0.1918534636497498,0.06223174557089806,-0.0002316750178579241,-0.001003386918455362,0.003810363123193383,-0.02735000848770142,XArbitraryCorrectedZVertical,-0.3454089131744162,-0.6268926507290585,0.6749342667586569,0.1793377336661421,0.2414056062698364,0.9701123833656311,0.02460342645645142,34.30818939208984,40.21922302246094,10.07571792602539,1,10724.51137075,stationary,1,2016-03-02 02:39:51.092,2016-03-02 02:37:10.358,64,111.7567,0,0,2016-03-02 02:39:44.681,10725.40764175,0,-0.1816711,97.39872,192.168.1.101,100.78.239.175,2,1,0.39,0
2016-03-02 02:39:52.644,2,234B9614-18C8-49ED-8B56-CAB6C4F40872,my_iOS_device_1,1456907991.999846,40.79924380876198,-96.68579773986403,370.6313,0,166.2890625,3,10,-9999,1456907992.596992,33.98963165283203,39.608154296875,9.81829833984375,279.6838684082031,276.40673828125,25,10726.05308575,0.2445068359375,0.978851318359375,0.0253753662109375,10726.01084775,0.03518621695434491,0.01596272125782595,-0.004825914211332587,10726.01084775,-2.224748893878853,1.683328903218043,-1.325515716780825,0.05168979614973068,-0.0184080395847559,0.001214826945215464,0.006952611263841391,0.02986974269151688,0.04952900111675262,XArbitraryCorrectedZVertical,-0.34577459039866,-0.6277532752617588,0.6740175547176652,0.1790700811559078,0.2412926256656647,0.9700692296028137,0.02726848423480988,34.29994583129883,40.19989776611328,10.18037223815918,1,10724.51137075,stationary,1,2016-03-02 02:39:51.092,2016-03-02 02:37:10.358,64,111.7567,0,0,2016-03-02 02:39:44.681,10725.40764175,0,-0.1816711,97.39872,192.168.1.101,100.78.239.175,2,1,0.39,0
2016-03-02 02:39:52.672,3,234B9614-18C8-49ED-8B56-CAB6C4F40872,my_iOS_device_1,1456907991.999846,40.79924380876198,-96.68579773986403,370.6313,0,166.2890625,3,10,-9999,1456907992.655351,33.95495986938477,39.29487609863281,9.4549560546875,278.1993713378906,274.9222412109375,25,10726.08337975,0.2494964599609375,0.9824981689453125,0.0304718017578125,10726.04585875,-0.01585539586589575,0.03506557575696432,-0.005576925638734933,10726.04585875,-2.224767127015062,1.683258557272071,-1.325581526947371,0.0006480216979980469,0.0006951046525500715,0.0004635160730686039,0.001093721250072122,0.01119226403534412,0.002891763113439083,XArbitraryCorrectedZVertical,-0.3457354187001729,-0.6277652371115174,0.6740245471214281,0.1790774614748627,0.2412311136722565,0.9700852036476135,0.02724434621632099,34.29164886474609,40.17810821533203,10.29368782043457,1,10724.51137075,stationary,1,2016-03-02 02:39:51.092,2016-03-02 02:37:10.358,64,111.7567,0,0,2016-03-02 02:39:44.681,10725.40764175,0,-0.1816711,97.39872,192.168.1.101,100.78.239.175,2,1,0.39,0
2016-03-02 02:39:52.713,4,234B9614-18C8-49ED-8B56-CAB6C4F40872,my_iOS_device_1,1456907991.999846,40.79924380876198,-96.68579773986403,370.6313,0,166.2890625,3,10,-9999,1456907992.655351,33.95495986938477,39.29487609863281,9.4549560546875,278.1993713378906,274.9222412109375,25,10726.11368075,0.2450408935546875,0.983184814453125,0.03179931640625,10726.08086975,-0.02751018774440952,0.03717479934030708,-0.00894449283714013,10726.08086975,-2.224280619793728,1.683750956252345,-1.325596683253683,-0.01100681908428669,0.002804513555020094,-0.002903866348788142,0.005134836304932833,0.01100547984242439,-0.0003228925343137234,XArbitraryCorrectedZVertical,-0.3457437668062298,-0.6278072802129349,0.6739821735794653,0.1790734383524445,0.2412030547857285,0.9700888991355896,0.02736146748065948,34.28889465332031,40.17916107177734,10.29875564575195,1,10724.51137075,stationary,1,2016-03-02 02:39:51.092,2016-03-02 02:37:10.358,64,111.7567,0,0,2016-03-02 02:39:44.681,10725.40764175,0,-0.1816711,97.39872,192.168.1.101,100.78.239.175,2,1,0.39,0
2016-03-02 02:39:52.748,5,234B9614-18C8-49ED-8B56-CAB6C4F40872,my_iOS_device_1,1456907991.999846,40.79924380876198,-96.68579773986403,370.6313,0,166.2890625,3,10,-9999,1456907992.714836,34.09365081787109,39.22528076171875,9.71923828125,278.5163879394531,275.2392578125,25,10726.14397675,0.2428131103515625,0.9849395751953125,0.0266571044921875,10726.11586975,-0.01690840976091308,0.02974484621509501,-0.006655239564108017,10726.11586975,-2.222409305745126,1.685683845350217,-1.325450527557106,-0.0004921426880173385,-0.004617011174559593,-0.0006244913092814386,0.003750329604372382,0.01313142292201519,0.003955429419875145,XArbitraryCorrectedZVertical,-0.3458546563154583,-0.6279382933916491,0.6738232766791412,0.1789978999951553,0.2412905693054199,0.9700533747673035,0.02784388698637486,34.28946685791016,40.17349243164062,10.31896209716797,1,10724.51137075,stationary,1,2016-03-02 02:39:51.092,2016-03-02 02:37:10.358,64,111.7567,0,0,2016-03-02 02:39:44.681,10725.40764175,0,-0.1816711,97.39872,192.168.1.101,100.78.239.175,2,1,0.39,0
2016-03-02 02:39:52.763,6,234B9614-18C8-49ED-8B56-CAB6C4F40872,my_iOS_device_1,1456907991.999846,40.79924380876198,-96.68579773986403,370.6313,0,166.2890625,3,10,-9999,1456907992.714836,34.09365081787109,39.22528076171875,9.71923828125,278.5163879394531,275.2392578125,25,10726.17427075,0.2451934814453125,0.9829559326171875,0.0315093994140625,10726.15089875,-0.01586018955585789,0.02868517441735248,-0.005573729845426837,10726.11586975,-2.222409305745126,1.685683845350217,-1.325450527557106,-0.0004921426880173385,-0.004617011174559593,-0.0006244913092814386,0.003750329604372382,0.01313142292201519,0.003955429419875145,XArbitraryCorrectedZVertical,-0.3458546563154583,-0.6279382933916491,0.6738232766791412,0.1789978999951553,0.2412905693054199,0.9700533747673035,0.02784388698637486,34.28946685791016,40.17349243164062,10.31896209716797,1,10724.51137075,stationary,1,2016-03-02 02:39:51.092,2016-03-02 02:37:10.358,64,111.7567,0,0,2016-03-02 02:39:44.681,10725.40764175,0,-0.1816711,97.39872,192.168.1.101,100.78.239.175,2,1,0.39,0
2016-03-02 02:39:52.793,7,234B9614-18C8-49ED-8B56-CAB6C4F40872,my_iOS_device_1,1456907991.999846,40.79924380876198,-96.68579773986403,370.6313,0,166.2890625,3,10,-9999,1456907992.774806,33.92029190063477,38.98165893554688,9.75213623046875,278.5442810058594,275.2671508789062,25,10726.20456475,0.2422637939453125,0.9844207763671875,0.0239105224609375,10726.18590875,-0.02011325781671444,0.03080877907058167,-0.005636580447152708,10726.15089875,-2.222701674210336,1.685244166790238,-1.325518017397607,0.000556436600163579,-0.00567659642547369,0.000456743233371526,0.001575368456542492,0.01486979331821203,-0.001073213294148445,XArbitraryCorrectedZVertical,-0.3457765713081008,-0.6279360808334594,0.6738695591161671,0.178982285208627,0.2412377446889877,0.9700697660446167,0.02773031778633595,34.28997039794922,40.17063140869141,10.32841014862061,1,10724.51137075,stationary,1,2016-03-02 02:39:51.092,2016-03-02 02:37:10.358,64,111.7567,0,0,2016-03-02 02:39:44.681,10725.40764175,0,-0.1816711,97.39872,192.168.1.101,100.78.239.175,2,1,0.39,0
2016-03-02 02:39:52.827,8,234B9614-18C8-49ED-8B56-CAB6C4F40872,my_iOS_device_1,1456907991.999846,40.79924380876198,-96.68579773986403,370.6313,0,166.2890625,3,10,-9999,1456907992.774806,33.92029190063477,38.98165893554688,9.75213623046875,278.5442810058594,275.2671508789062,25,10726.23484075,0.2502899169921875,0.9812469482421875,0.0355224609375,10726.22089775,-0.02435727132986471,0.02548565268373128,-0.00676123337549317,10726.18590875,-2.221922574579583,1.685869013935059,-1.325402649973191,-0.003697458654642105,-0.0035525425337255,0.0003943982592318207,0.00294641382060945,0.01280735991895199,0.001158835599198937,XArbitraryCorrectedZVertical,-0.3457796413913092,-0.6279995135165015,0.6738373369967724,0.1788750790116484,0.241331547498703,0.9700417518615723,0.02789389900863171,34.29108428955078,40.17221450805664,10.31854724884033,1,10724.51137075,stationary,1,2016-03-02 02:39:51.092,2016-03-02 02:37:10.358,64,111.7567,0,0,2016-03-02 02:39:44.681,10725.40764175,0,-0.1816711,97.39872,192.168.1.101,100.78.239.175,2,1,0.39,0
2016-03-02 02:39:52.861,9,234B9614-18C8-49ED-8B56-CAB6C4F40872,my_iOS_device_1,1456907991.999846,40.79924380876198,-96.68579773986403,370.6313,0,166.2890625,3,10,-9999,1456907992.832009,33.95496368408203,39.01644897460938,9.71917724609375,278.5617370605469,275.2846069335938,25,10726.26515075,0.23956298828125,0.9842529296875,0.0221099853515625,10726.25592875,-0.02008476199305059,0.02973951989291485,-0.007767109319216098,10726.22089775,-2.221808111693648,1.685835320395564,-1.325525054503064,-0.007940428331494331,-0.008875762112438679,-0.0007308223866857588,0.002407300751656294,0.01550895348191261,-0.007455877959728241,XArbitraryCorrectedZVertical,-0.3456929080447275,-0.628038599346021,0.6738469362039762,0.1788693311542585,0.2412145286798477,0.9700714945793152,0.02787213772535324,34.29290771484375,40.16928482055664,10.32388973236084,1,10724.51137075,stationary,1,2016-03-02 02:39:51.092,2016-03-02 02:37:10.358,64,111.7567,0,0,2016-03-02 02:39:44.681,10725.40764175,0,-0.1816711,97.39872,192.168.1.101,100.78.239.175,2,1,0.39,0
2016-03-02 02:39:52.884,10,234B9614-18C8-49ED-8B56-CAB6C4F40872,my_iOS_device_1,1456907991.999846,40.79924380876198,-96.68579773986403,370.6313,0,166.2890625,3,10,-9999,1456907992.832009,33.95496368408203,39.01644897460938,9.71917724609375,278.5617370605469,275.2846069335938,25,10726.29544675,0.24163818359375,0.985687255859375,0.02716064453125,10726.29094575,-0.02007437566479928,0.04356372279540717,-0.007774033538050304,10726.25592875,-2.219862495470595,1.687503782512435,-1.325425671381931,-0.00374392606317997,-0.004616385791450739,-0.001743103144690394,-0.0004339700972195715,0.01209986303001642,0.004047591704875231,XArbitraryCorrectedZVertical,-0.3456759912626673,-0.6282125437623122,0.6737376958770014,0.1787026191150988,0.2412634342908859,0.9700473546981812,0.02828578278422356,34.29799270629883,40.16608810424805,10.31943321228027,1,10724.51137075,stationary,1,2016-03-02 02:39:51.092,2016-03-02 02:37:10.358,64,111.7567,0,0,2016-03-02 02:39:44.681,10725.40764175,0,-0.1816711,97.39872,192.168.1.101,100.78.239.175,2,1,0.39,0
