FrequencyX,FrequencyY,FrequencyZ
28.2205352783,543.801925659,33.4423065186
20.5537492836,1.99720663941,12.897950114
10.8073350674,2.216039035,18.4042667766
9.89736637167,2.31165115916,7.25186447562
3.43485061912,2.03838234637,5.62738164834
6.53419713347,1.33930655567,5.92504639975
3.68319636914,2.17588444796,8.19886025807
5.92474778027,1.59827458334,4.09995387538
3.57598378486,3.09560213738,5.35801353501
4.0378814417,1.22181582998,3.19433425549
2.77439207866,3.03849250687,4.03673492198
9.16147492457,0.363282823638,0.379816423584
1.99386320763,4.03622856791,1.08249394753
8.05564475508,3.1485553877,3.10171313726
2.7658055763,2.64365887006,1.50529628612
12.3938461718,5.97229737125,1.71440175448
13.059359644,3.82727805572,3.21483801959
9.01090968784,3.53268899271,4.59005206154
5.04210421678,2.96281883794,3.18244375846
4.81724651286,6.34643787998,1.91291006636
0.611050429114,6.14471147279,5.1481809339
1.69884028311,4.3475331767,0.377262757531
1.73129056344,9.90702231363,4.18256144811
2.63505098696,3.20031851556,1.33963005094
1.05044236712,14.876695047,7.7835823749
1.64261933494,8.60550669942,3.3971034455
3.18183898747,11.8456755356,6.61657781964
0.426227922603,17.7368376268,7.55473728522
1.38143423766,7.39536414061,4.12621835527
0.922833048172,19.0956419162,7.90166655776
3.22388909969,13.2675820271,3.04340979542
1.54008106434,9.17329281783,4.49143327717
1.70862483807,27.5924257343,8.37313038285
5.58299020338,31.7015610933,13.4405124881
3.43703759844,25.6296169659,11.800556514
4.70764444799,14.8086270915,8.8698064139
4.97139304612,4.82451324067,4.92643485848
2.30749673329,2.04301169131,0.400890071561
5.390534729,8.71094691436,4.72581142804
2.66629566935,11.4116248669,3.78021752953
5.02785259448,4.89065346774,0.403309510746
3.10070130642,5.90703153919,2.45981887538
3.2427409199,9.02932291647,5.69312948689
2.8219311278,4.0740660859,2.97958895699
1.68564343561,2.47208807923,1.98004744293
3.20716455705,4.89242713888,3.80780774179
2.17292011254,5.64893496448,0.722012518885
1.07370271378,3.78082881245,0.164566751644
3.10062872869,3.71992972685,2.28055011466
3.86133720329,4.84060147792,2.59808082881
6.43864594157,4.37245679369,2.42753544339
9.02648827299,5.19534864358,3.70237117843
9.86036859402,1.9659589159,1.75390888728
6.33833122836,2.45778559738,2.4156949777
2.38452140641,3.56736049584,1.8744746701
4.96120574535,1.36759540643,1.12090090536
3.50751435489,2.54189897097,0.867058784699
1.17894772293,1.04828237687,1.28328567716
2.50991831853,5.68572868333,0.928849538287
1.92723037655,4.76863313532,2.22937882871
0.0635995497081,4.80221402685,3.22270200518
1.61249903114,9.93635552261,2.80899730773
1.1804352179,4.33156972034,1.42172861843
1.07083195122,5.41442286015,3.62817924474
2.20370410974,5.58934801925,3.88754131616
2.08304027096,4.76869909059,4.65214404169
2.43604006458,12.184276162,5.60968764511
2.80944344978,11.6329670798,6.98077299357
3.78981961718,8.53384817929,5.88613924566
2.94600486616,5.72785461285,3.54624657114
1.85930862109,2.09419151177,0.619126486466
2.02950066875,1.8672318262,2.45062952464
2.4045298699,2.41315328141,2.45510319859
3.34554646897,6.07293807852,2.74867440232
4.50727679208,2.73382729241,3.25095072051
2.41251494946,5.39564230512,2.43277619262
1.11335369529,5.65681632258,2.02982863325
1.99791930595,4.16578990619,0.649542678492
2.4059174909,3.04015455507,0.772050803921
2.78229378228,0.235719876668,2.67189029762
2.33873091926,1.59891525158,3.13657308747
