loggingTime,loggingSample,identifierForVendor,deviceID,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,IP_en0,IP_pdp_ip0,deviceOrientation,batteryState,batteryLevel,state
2016-03-01 13:02:48.956,1,519ED1E0-92A7-4D81-8A46-CB597B0F66FC,my_iOS_device_1,1456858968.00002,40.73549105323919,-96.67852568449143,393.126,0,187.734375,3,10,-9999,1456858968.916411,2.297348022460938,-17.8366641998291,-27.90260314941406,157.3773040771484,154.1033325195312,10,43764.44241729167,0.1179656982421875,-0.32318115234375,-0.8808135986328125,43764.42455125001,0.2040910838221134,-0.2560237903430946,0.1804925470868123,43764.42455125001,-1.957202887236144,0.1920618148119341,0.3245338166387925,0.1930875927209854,-0.2453329414129257,0.1891551315784454,-0.02541668154299259,-0.02479147538542747,0.06261998414993286,XArbitraryCorrectedZVertical,0.1682733028721334,-0.08061058078080507,-0.8063988289152212,0.5611657139658949,0.1809190064668655,-0.3188669681549072,-0.9303720593452454,11.98528480529785,-36.92231750488281,-19.59471321105957,2,192.168.0.12,0.0.0.0,5,1,0.77,0
2016-03-01 13:02:48.959,2,519ED1E0-92A7-4D81-8A46-CB597B0F66FC,my_iOS_device_1,1456858968.00002,40.73549105323919,-96.67852568449143,393.126,0,187.734375,3,10,-9999,1456858968.916411,2.297348022460938,-17.8366641998291,-27.90260314941406,157.3773040771484,154.1033325195312,10,43764.50186645833,0.1981048583984375,-0.3271484375,-0.908966064453125,43764.48654000001,0.03612870966412395,-0.0002564624129746306,-0.02779647756159304,43764.455545625,-1.953207203402706,0.1920970270864486,0.3304623500986343,0.107030525803566,0.1239912509918213,0.1028577387332916,-0.03944386914372444,0.003939014859497547,0.02862188220024109,XArbitraryCorrectedZVertical,0.1700395615522168,-0.08270243938117217,-0.8047175556651641,0.5627401795072258,0.1805876642465591,-0.3244803845882416,-0.9284936785697937,11.98528480529785,-36.92231750488281,-19.59471321105957,2,192.168.0.12,0.0.0.0,5,1,0.77,0
2016-03-01 13:02:49.038,3,519ED1E0-92A7-4D81-8A46-CB597B0F66FC,my_iOS_device_1,1456858968.00002,40.73549105323919,-96.67852568449143,393.126,0,187.734375,3,10,-9999,1456858969.020008,1.691940307617188,-18.1414852142334,-27.04331970214844,157.3590545654297,154.0850830078125,10,43764.56131925,0.1926422119140625,-0.320648193359375,-0.9775238037109375,43764.54852870834,0.09568498112156595,0.0564273234927079,0.02717622734371359,43764.5175345,-1.952214790497072,0.1928996027798844,0.331847518034169,-0.03880470991134644,-0.04458096623420715,0.03007231839001179,0.02479296922683716,0.005157370120286942,0.026020472869277,XArbitraryCorrectedZVertical,0.1707752053201621,-0.08296143284598914,-0.8042389336773844,0.5631633577084614,0.1812464594841003,-0.3257903158664703,-0.9279064536094666,11.68594741821289,-37.19680023193359,-19.25341033935547,2,192.168.0.12,0.0.0.0,5,1,0.77,0
2016-03-01 13:02:49.070,4,519ED1E0-92A7-4D81-8A46-CB597B0F66FC,my_iOS_device_1,1456858968.00002,40.73549105323919,-96.67852568449143,393.126,0,187.734375,3,10,-9999,1456858969.020008,1.691940307617188,-18.1414852142334,-27.04331970214844,157.3590545654297,154.0850830078125,10,43764.62086804167,0.1850433349609375,-0.32879638671875,-0.9535369873046875,43764.61051770834,0.2378804727847117,-0.3165625019266669,0.1305132692254042,43764.57952316667,-1.950206518382326,0.198283149530382,0.3406038766359931,0.370337575674057,0.2528969347476959,0.1366046369075775,0.02398560754954815,0.006648501846939325,-0.04216263070702553,XArbitraryCorrectedZVertical,0.1753710822075339,-0.08486765535305901,-0.8023670853061261,0.5641360873207744,0.1856701523065567,-0.3340563476085663,-0.9240849018096924,11.6380615234375,-37.23720550537109,-19.20425796508789,2,192.168.0.12,0.0.0.0,5,1,0.77,0
2016-03-01 13:02:49.152,5,519ED1E0-92A7-4D81-8A46-CB597B0F66FC,my_iOS_device_1,1456858969.000024,40.73549105323919,-96.67852568449143,393.1341,0,187.734375,3,10,-9999,1456858969.073448,1.523757934570312,-18.58178901672363,-26.71284484863281,158.0148162841797,154.7408447265625,10,43764.68020979167,0.14501953125,-0.353729248046875,-0.9912261962890625,43764.67250633334,0.181388967109733,-0.2741569878893351,0.3281248821153548,43764.641512125,-1.942014514177588,0.1819664542784266,0.3548548855182769,0.02255222387611866,-0.4489922523498535,0.1933845728635788,0.01958071812987328,0.01617072522640228,-0.01015774998813868,XArbitraryCorrectedZVertical,0.1730370121891797,-0.09460731457843614,-0.8000833701014383,0.566545893399671,0.1696892976760864,-0.347454309463501,-0.9222152829170227,11.54471778869629,-37.57997131347656,-18.58285522460938,2,192.168.0.12,0.0.0.0,5,1,0.77,0
2016-03-01 13:02:49.190,6,519ED1E0-92A7-4D81-8A46-CB597B0F66FC,my_iOS_device_1,1456858969.000024,40.73549105323919,-96.67852568449143,393.1341,0,187.734375,3,10,-9999,1456858969.176133,0.4306182861328125,-19.4454517364502,-27.0928955078125,155.3712463378906,152.0972747802734,10,43764.73967375,0.1415557861328125,-0.3560028076171875,-0.9213104248046875,43764.73449529167,0.4638646049800396,-0.1779827840755216,0.6805388586366684,43764.70350075,-1.922200556502544,0.1585897428346401,0.3715628807273572,0.458069920539856,-0.1389174163341522,0.468667209148407,0.01200005784630775,-0.0009263069368898869,-0.04439392313361168,XArbitraryCorrectedZVertical,0.1692607164641804,-0.1063796530643696,-0.7948047575527776,0.572991777120243,0.1471491158008575,-0.3630720973014832,-0.9200683832168579,10.2991886138916,-37.970947265625,-18.52001953125,2,192.168.0.12,0.0.0.0,5,1,0.77,0
2016-03-01 13:02:49.248,7,519ED1E0-92A7-4D81-8A46-CB597B0F66FC,my_iOS_device_1,1456858969.000024,40.73549105323919,-96.67852568449143,393.1341,0,187.734375,3,10,-9999,1456858969.228564,-0.5111541748046875,-20.35992240905762,-26.96070861816406,154.1156921386719,150.8417205810547,10,43764.79911820834,0.1430511474609375,-0.418060302734375,-0.7917022705078125,43764.79648400001,0.165157799214027,-0.5258307709078943,0.511872611002571,43764.76548958333,-1.884796113409412,0.1333056333649191,0.4045885396608164,0.4124000370502472,-0.2844438552856445,0.6130430102348328,0.001507233013398945,0.05034831538796425,-0.01853303797543049,XArbitraryCorrectedZVertical,0.1706284604194923,-0.1238207795800314,-0.7828476098671703,0.5854092267502562,0.1221805140376091,-0.393640547990799,-0.911108672618866,9.425821304321289,-38.4992561340332,-17.88346862792969,2,192.168.0.12,0.0.0.0,5,1,0.77,0
2016-03-01 13:02:49.342,8,519ED1E0-92A7-4D81-8A46-CB597B0F66FC,my_iOS_device_1,1456858969.000024,40.73549105323919,-96.67852568449143,393.1341,0,187.734375,3,10,-9999,1456858969.331472,-4.076461791992188,-22.08725738525391,-27.02682495117188,146.5888824462891,143.3149108886719,10,43764.858559125,0.118499755859375,-0.35150146484375,-0.9071044921875,43764.82747858333,-0.5066216562812618,-0.7880187139100863,0.4581297538886629,43764.82747858333,-1.850259723148066,0.08545650502991912,0.4102570521974437,-0.517731785774231,-0.7774409651756287,0.4665387868881226,0.0170060433447361,-0.04471267759799957,0.06819771230220795,XArbitraryCorrectedZVertical,0.1558578576762811,-0.1373766670714986,-0.7760048013079446,0.5955271008878699,0.0782698318362236,-0.3988450765609741,-0.9136719703674316,7.018669128417969,-39.38824462890625,-17.03413581848145,2,192.168.0.12,0.0.0.0,5,1,0.77,0
2016-03-01 13:02:49.368,9,519ED1E0-92A7-4D81-8A46-CB597B0F66FC,my_iOS_device_1,1456858969.000024,40.73549105323919,-96.67852568449143,393.1341,0,187.734375,3,10,-9999,1456858969.331472,-4.076461791992188,-22.08725738525391,-27.02682495117188,146.5888824462891,143.3149108886719,10,43764.91811408334,0.1242523193359375,-0.5355682373046875,-1.0157470703125,43764.88946729167,0.3406449350320354,0.154368534689789,-0.04202361673701435,43764.88946729167,-1.83579234998605,0.04455206594678111,0.3984195611474679,0.3295352756977081,0.1649460941553116,-0.0336146354675293,0.06379418075084686,-0.04219834506511688,0.1377864927053452,XArbitraryCorrectedZVertical,0.1375328497694617,-0.1438900523375793,-0.7757451885625197,0.5988320052357647,0.04104895517230034,-0.3879621624946594,-0.9207607507705688,5.283683776855469,-39.10519409179688,-18.26810073852539,2,192.168.0.12,0.0.0.0,5,1,0.77,0
2016-03-01 13:02:49.442,10,519ED1E0-92A7-4D81-8A46-CB597B0F66FC,my_iOS_device_1,1456858969.000024,40.73549105323919,-96.67852568449143,393.1341,0,187.734375,3,10,-9999,1456858969.383499,-5.08551025390625,-22.39207649230957,-26.79548645019531,150.4500579833984,147.1760864257812,10,43764.97745495834,0.0865478515625,-0.4664306640625,-0.7814483642578125,43764.951456125,0.6531104299377243,-0.8035300293631438,0.04103904608201205,43764.951456125,-1.827058117343365,0.05462676300796403,0.4350997872637435,0.6420338153839111,-0.792935848236084,0.04944737628102303,-0.1302161812782288,0.06003544107079506,-0.2642939984798431,XArbitraryCorrectedZVertical,0.1529289718510151,-0.1545156325618155,-0.7691149781379433,0.6009990010528232,0.04951244220137596,-0.4215008914470673,-0.9054753184318542,5.454563140869141,-39.41958618164062,-17.52715873718262,2,192.168.0.12,0.0.0.0,5,1,0.77,0
